stream,n,display,arabic,count,firstSurah,firstVerse
surface,3,الله هو المسيح,الله هو المسيح,2,5,17
surface,3,الله هو الهدى,الله هو الهدى,2,2,120
surface,3,الله وإلى الرسول,الله وإلى الرسول,2,4,61
surface,3,الله وإنما أنا,الله وإنما أنا,2,29,50
surface,3,الله واعلموا أنكم,الله واعلموا أنكم,2,2,203
surface,3,الله والذين ءامنوا,الله والذين ءامنوا,2,2,9
surface,3,الله والذين ءاووا,الله والذين ءاووا,2,8,72
surface,3,الله والله بصير,الله والله بصير,2,3,15
surface,3,الله والله خير,الله والله خير,2,3,54
surface,3,الله والله عليم,الله والله عليم,2,4,12
surface,3,الله والله لا,الله والله لا,2,9,19
surface,3,الله والله مع,الله والله مع,2,2,249
surface,3,الله والملئكة والناس,الله والملئكة والناس,2,2,161
surface,3,الله واليوم الءاخر,الله واليوم الءاخر,2,33,21
surface,3,الله وجلت قلوبهم,الله وجلت قلوبهم,2,8,2
surface,3,الله ورسوله إلى,الله ورسوله إلى,2,9,1
surface,3,الله ورسوله فإن,الله ورسوله فإن,2,8,13
surface,3,الله ورسوله فقد,الله ورسوله فقد,2,33,36
surface,3,الله ورسوله ليحكم,الله ورسوله ليحكم,2,24,48
surface,3,الله ورسوله من,الله ورسوله من,2,9,74
surface,3,الله ورسوله والذين,الله ورسوله والذين,2,5,55
surface,3,الله ورسوله ومن,الله ورسوله ومن,2,8,13
surface,3,الله ورسوله يدخله,الله ورسوله يدخله,2,4,13
surface,3,الله ولا أعلم,الله ولا أعلم,2,6,50
surface,3,الله ولا تتبع,الله ولا تتبع,2,5,48
surface,3,الله ولا تخزون,الله ولا تخزون,2,11,78
surface,3,الله ولا تعثوا,الله ولا تعثوا,2,2,60
surface,3,الله ولا تمسوها,الله ولا تمسوها,2,7,73
surface,3,الله ولدا سبحنه,الله ولدا سبحنه,2,2,116
surface,3,الله ولكن أكثرهم,الله ولكن أكثرهم,2,6,111
surface,3,الله ومأوىه جهنم,الله ومأوىه جهنم,2,3,162
surface,3,الله وما أنا,الله وما أنا,2,11,29
surface,3,الله وما الله,الله وما الله,2,2,74
surface,3,الله ومن يضلل,الله ومن يضلل,2,4,88
surface,3,الله ويقتلون النبين,الله ويقتلون النبين,2,2,61
surface,3,الله يأمركم أن,الله يأمركم أن,2,2,67
surface,3,الله يأولى الألبب,الله يأولى الألبب,2,5,100
surface,3,الله يبدؤا الخلق,الله يبدؤا الخلق,2,10,34
surface,3,الله يجعل له,الله يجعل له,2,65,2
surface,3,الله يحب المحسنين,الله يحب المحسنين,2,2,195
surface,3,الله يحكم بينكم,الله يحكم بينكم,2,22,69
surface,3,الله يريد ظلما,الله يريد ظلما,2,3,108
surface,3,الله يزكى من,الله يزكى من,2,4,49
surface,3,الله يضل من,الله يضل من,2,13,27
surface,3,الله يعيسى ابن,الله يعيسى ابن,2,5,110
surface,3,الله يهدى به,الله يهدى به,2,6,88
surface,3,الله يولج اليل,الله يولج اليل,2,22,61
surface,3,المؤمنون الذين ءامنوا,المؤمنون الذين ءامنوا,2,24,62
surface,3,المؤمنون حقا لهم,المؤمنون حقا لهم,2,8,4
surface,3,المؤمنين الذين يعملون,المؤمنين الذين يعملون,2,17,9
surface,3,المؤمنين والمؤمنت جنت,المؤمنين والمؤمنت جنت,2,9,72
surface,3,الماء اهتزت وربت,الماء اهتزت وربت,2,22,5
surface,3,المرسلين إلا مبشرين,المرسلين إلا مبشرين,2,6,48
surface,3,المستعان على ما,المستعان على ما,2,12,18
surface,3,المسجد الحرام وحيث,المسجد الحرام وحيث,2,2,144
surface,3,الملأ الذين استكبروا,الملأ الذين استكبروا,2,7,75
surface,3,الملأ من قوم,الملأ من قوم,2,7,109
surface,3,الملأ من قومه,الملأ من قومه,2,7,60
surface,3,الملئكة أو يأتى,الملئكة أو يأتى,2,6,158
surface,3,الملئكة ظالمى أنفسهم,الملئكة ظالمى أنفسهم,2,4,97
surface,3,الملئكة كلهم أجمعون,الملئكة كلهم أجمعون,2,15,30
surface,3,الملئكة يضربون وجوههم,الملئكة يضربون وجوههم,2,8,50
surface,3,الملئكة يمريم إن,الملئكة يمريم إن,2,3,42
surface,3,الملك ائتونى به,الملك ائتونى به,2,12,50
surface,3,المنفقين والمنفقت والمشركين,المنفقين والمنفقت والمشركين,2,33,73
surface,3,المن والسلوى كلوا,المن والسلوى كلوا,2,2,57
surface,3,المهتد ومن يضلل,المهتد ومن يضلل,2,17,97
surface,3,الموتى ولا تسمع,الموتى ولا تسمع,2,27,80
surface,3,الموتى وهو على,الموتى وهو على,2,30,50
surface,3,المولى ونعم النصير,المولى ونعم النصير,2,8,40
surface,3,الميت ويخرج الميت,الميت ويخرج الميت,2,10,31
surface,3,النار إلا أياما,النار إلا أياما,2,2,80
surface,3,النار التى كنتم,النار التى كنتم,2,34,42
surface,3,النار خلدين فيها,النار خلدين فيها,2,59,17
surface,3,النار لهم فيها,النار لهم فيها,2,11,106
surface,3,الناس أن يؤمنوا,الناس أن يؤمنوا,2,17,94
surface,3,الناس إلا كفورا,الناس إلا كفورا,2,17,89
surface,3,الناس إن الله,الناس إن الله,2,5,67
surface,3,الناس إن كنتم,الناس إن كنتم,2,10,104
surface,3,الناس بعضهم ببعض,الناس بعضهم ببعض,2,2,251
surface,3,الناس فتمنوا الموت,الناس فتمنوا الموت,2,2,94
surface,3,الناس فى المهد,الناس فى المهد,2,3,46
surface,3,الناس ولكن أكثرهم,الناس ولكن أكثرهم,2,10,60
surface,3,النبى الأمى الذى,النبى الأمى الذى,2,7,157
surface,3,النبى جهد الكفار,النبى جهد الكفار,2,9,73
surface,3,النبى قل لأزوجك,النبى قل لأزوجك,2,33,28
surface,3,النبى والذين ءامنوا,النبى والذين ءامنوا,2,3,68
surface,3,الندامة لما رأوا,الندامة لما رأوا,2,10,54
surface,3,النساء إلا ما,النساء إلا ما,2,4,22
surface,3,النساء التى لا,النساء التى لا,2,4,127
surface,3,النساء بل أنتم,النساء بل أنتم,2,7,81
surface,3,النساء فبلغن أجلهن,النساء فبلغن أجلهن,2,2,231
surface,3,النساء فلم تجدوا,النساء فلم تجدوا,2,4,43
surface,3,النصر إلا من,النصر إلا من,2,3,126
surface,3,الهون بما كنتم,الهون بما كنتم,2,6,93
surface,3,الودق يخرج من,الودق يخرج من,2,24,43
surface,3,اليتيم إلا بالتى,اليتيم إلا بالتى,2,6,152
surface,3,اليل لتسكنوا فيه,اليل لتسكنوا فيه,2,10,67
surface,3,اليل والنهار وما,اليل والنهار وما,2,10,6
surface,3,اليمين وعن الشمال,اليمين وعن الشمال,2,50,17
surface,3,امرأته كانت من,امرأته كانت من,2,7,83
surface,3,امرئ منهم أن,امرئ منهم أن,2,70,38
surface,3,امكثوا إنى ءانست,امكثوا إنى ءانست,2,20,10
surface,3,انتهوا فإن الله,انتهوا فإن الله,2,2,192
surface,3,انصرنى بما كذبون,انصرنى بما كذبون,2,23,26
surface,3,انظر كيف ضربوا,انظر كيف ضربوا,2,17,48
surface,3,انظر كيف نصرف,انظر كيف نصرف,2,6,46
surface,3,انقلبوا إلى أهلهم,انقلبوا إلى أهلهم,2,12,62
surface,3,اهبطوا بعضكم لبعض,اهبطوا بعضكم لبعض,2,2,36
surface,3,اهتدوا وإن تولوا,اهتدوا وإن تولوا,2,2,137
surface,3,بأحسن ما كانوا,بأحسن ما كانوا,2,16,96
surface,3,بأمره ولتبتغوا من,بأمره ولتبتغوا من,2,30,46
surface,3,بأنهم شاقوا الله,بأنهم شاقوا الله,2,8,13
surface,3,بأنهم كانوا يكفرون,بأنهم كانوا يكفرون,2,2,61
surface,3,بأنهم كذبوا بايتنا,بأنهم كذبوا بايتنا,2,7,136
surface,3,بأن يكونوا مع,بأن يكونوا مع,2,9,87
surface,3,بأهلك بقطع من,بأهلك بقطع من,2,11,81
surface,3,بإذن الله والله,بإذن الله والله,2,2,249
surface,3,بإذن الله وعلى,بإذن الله وعلى,2,14,11
surface,3,بابائنا إن كنتم,بابائنا إن كنتم,2,44,36
surface,3,بالءاخرة هم يوقنون,بالءاخرة هم يوقنون,2,27,3
surface,3,بالإثم والعدون ومعصيت,بالإثم والعدون ومعصيت,2,58,8
surface,3,بالبأساء والضراء لعلهم,بالبأساء والضراء لعلهم,2,6,42
surface,3,بالبطل ليدحضوا به,بالبطل ليدحضوا به,2,18,56
surface,3,بالبينت فما كان,بالبينت فما كان,2,9,70
surface,3,بالبينت فما كانوا,بالبينت فما كانوا,2,7,101
surface,3,بالحسنة فله خير,بالحسنة فله خير,2,27,89
surface,3,بالحق بشيرا ونذيرا,بالحق بشيرا ونذيرا,2,2,119
surface,3,بالحق قالوا بلى,بالحق قالوا بلى,2,6,30
surface,3,بالحق لما جاءهم,بالحق لما جاءهم,2,6,5
surface,3,بالحق مصدقا لما,بالحق مصدقا لما,2,3,3
surface,3,بالحق وأجل مسمى,بالحق وأجل مسمى,2,30,8
surface,3,بالحق وبه يعدلون,بالحق وبه يعدلون,2,7,159
surface,3,بالحق وهم لا,بالحق وهم لا,2,23,62
surface,3,بالذين سخروا منهم,بالذين سخروا منهم,2,6,10
surface,3,بالسيئة فلا يجزى,بالسيئة فلا يجزى,2,6,160
surface,3,بالسيئة قبل الحسنة,بالسيئة قبل الحسنة,2,13,6
surface,3,بالغدوة والعشى يريدون,بالغدوة والعشى يريدون,2,6,52
surface,3,بالقسط وهم لا,بالقسط وهم لا,2,10,47
surface,3,باللغو فى أيمنكم,باللغو فى أيمنكم,2,2,225
surface,3,بالله إنه لمن,بالله إنه لمن,2,24,6
surface,3,بالله إنه هو,بالله إنه هو,2,40,56
surface,3,بالله شهيدا بينى,بالله شهيدا بينى,2,13,43
surface,3,بالله ولا باليوم,بالله ولا باليوم,2,4,38
surface,3,بالله وملئكته وكتبه,بالله وملئكته وكتبه,2,2,285
surface,3,بالله ويعمل صلحا,بالله ويعمل صلحا,2,64,9
surface,3,بالناس لرءوف رحيم,بالناس لرءوف رحيم,2,2,143
surface,3,بالواد المقدس طوى,بالواد المقدس طوى,2,20,12
surface,3,باية إلا بإذن,باية إلا بإذن,2,13,38
surface,3,باية من ربكم,باية من ربكم,2,3,49
surface,3,بايت الله ثمنا,بايت الله ثمنا,2,3,199
surface,3,بايت الله والله,بايت الله والله,2,3,98
surface,3,بايت الله يجحدون,بايت الله يجحدون,2,6,33
surface,3,بايتنا إلى فرعون,بايتنا إلى فرعون,2,7,103
surface,3,بايتنا إنهم كانوا,بايتنا إنهم كانوا,2,7,64
surface,3,بايتنا فهم مسلمون,بايتنا فهم مسلمون,2,27,81
surface,3,بايتنا واستكبروا عنها,بايتنا واستكبروا عنها,2,7,36
surface,3,بايتنا وكانوا عنها,بايتنا وكانوا عنها,2,7,136
surface,3,بايته إنه لا,بايته إنه لا,2,6,21
surface,3,بايتى ثمنا قليلا,بايتى ثمنا قليلا,2,2,41
surface,3,ببعض فى كتب,ببعض فى كتب,2,8,75
surface,3,ببنى إسرءيل البحر,ببنى إسرءيل البحر,2,7,138
surface,3,بجانبه وإذا مسه,بجانبه وإذا مسه,2,17,83
surface,3,بحمد ربك قبل,بحمد ربك قبل,2,20,130
surface,3,بديع السموت والأرض,بديع السموت والأرض,2,2,117
surface,3,بذلك من علم,بذلك من علم,2,43,20
surface,3,بذنوب عباده خبيرا,بذنوب عباده خبيرا,2,17,17
surface,3,برحمته من يشاء,برحمته من يشاء,2,2,105
surface,3,برهنكم إن كنتم,برهنكم إن كنتم,2,2,111
